counter,explained_variance_score,mean_relative_error,mean_bias_error,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,root_mean_squared_error,mean_squared_log_error,max_error,covariance,correlation,coefficient_of_determination,pearson_correlation_coefficient,willmott_index,confidence_index,nash_sutcliffe_efficiency,BR
"{'E': 64478, 'T': 47052, 'A': 40278, 'O': 37437, 'I': 36059, 'N': 35566, 'H': 34152, 'S': 32574, 'R': 28580, 'D': 19692, 'L': 19252, 'U': 15145, 'C': 11755, 'W': 11709, 'M': 11568, 'Y': 10986, 'F': 10900, 'G': 8564, 'P': 7736, 'B': 7626, 'V': 4744, 'K': 2703, 'J': 1012, 'X': 678, 'Q': 638, 'Z': 182, '0': 41, '1': 19, '2': 12, '4': 9, '7': 8, '5': 7, '3': 6, '6': 5, '9': 5, '8': 1}",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,274633833.23070973,1.0,1.0,1.0,1.0,1.0,1.0,683
