counter,explained_variance_score,mean_relative_error,mean_bias_error,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,root_mean_squared_error,mean_squared_log_error,max_error,covariance,correlation,coefficient_of_determination,pearson_correlation_coefficient,willmott_index,confidence_index,nash_sutcliffe_efficiency,BR
"{'E': 73159, 'A': 68728, 'O': 56316, 'S': 50007, 'R': 33836, 'I': 29998, 'M': 26581, 'T': 24502, 'D': 24389, 'U': 24081, 'N': 24015, 'C': 18948, 'L': 12687, 'P': 12288, 'Q': 8579, 'V': 6603, 'G': 6092, 'F': 5157, 'H': 3986, 'B': 3781, 'Z': 2522, 'J': 1993, 'X': 1268, '9': 951, '6': 87, '0': 62, '5': 14, 'Y': 2, 'K': 1, '1': 1}",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,423688748.4488888,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,597
