error_rate,support,N,TBR,TBR_transformed,PBS,PBS_transformed,counter,counter_transformed,smoothed_estimates
0.05,0.30000000000000004,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.325,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.35000000000000003,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.375,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.4,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.42500000000000004,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.45,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.47500000000000003,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.5,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.525,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.55,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.5750000000000001,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.6000000000000001,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.625,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.65,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.675,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.7000000000000001,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.7250000000000001,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.75,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.775,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.8,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.8250000000000001,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.8500000000000001,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.875,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.9,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.925,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.9500000000000001,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,0.9750000000000001,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.05,1.0,10,262,0,0.24057971014492752,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'E': 33535, 'K': 1702, 'S': 18860, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'U': 54, 'M': 11, 'W': 4}",{},{}
0.07500000000000001,0.025,10,256,256,0.2579710144927536,0.2579710144927536,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}","{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}","{'O': 0.09770999633442826, 'R': 0.07959566608420851, 'T': 0.12716624613424535, 'H': 0.08472390771300353, 'D': 0.05737803076944977, 'X': 0.02715307854644066, 'Y': 0.04581190634642145, 'B': 0.040847369863306206, 'G': 0.043377682006313326, 'I': 0.105920165271021, 'E': 0.1443446100080785, 'K': 0.03105709039015207, 'C': 0.05353807746100436, 'N': 0.09496259693301967, 'P': 0.04154133732868791, 'F': 0.04724966458239173, 'A': 0.10873162320769555, 'M': 0.033099845903634614, 'S': 0.025697526272896478, 'W': 0.025014235230059113}"
0.07500000000000001,0.05,10,256,256,0.2579710144927536,0.2579710144927536,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}","{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}","{'O': 0.12270999633442826, 'R': 0.1045956660842085, 'T': 0.15216624613424534, 'H': 0.10972390771300353, 'D': 0.08237803076944977, 'X': 0.05215307854644066, 'Y': 0.07081190634642144, 'B': 0.06584736986330621, 'G': 0.06837768200631333, 'I': 0.130920165271021, 'E': 0.1693446100080785, 'K': 0.05605709039015207, 'C': 0.07853807746100437, 'N': 0.11996259693301968, 'P': 0.0665413373286879, 'F': 0.07224966458239174, 'A': 0.13373162320769555, 'M': 0.05809984590363461, 'S': 0.05069752627289648, 'W': 0.050014235230059115}"
0.07500000000000001,0.07500000000000001,10,256,256,0.2579710144927536,0.2579710144927536,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}","{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}","{'O': 0.14770999633442827, 'R': 0.12959566608420853, 'T': 0.17716624613424536, 'H': 0.13472390771300352, 'D': 0.10737803076944978, 'X': 0.07715307854644067, 'Y': 0.09581190634642145, 'B': 0.09084736986330622, 'G': 0.09337768200631333, 'I': 0.15592016527102098, 'E': 0.1943446100080785, 'K': 0.08105709039015208, 'C': 0.10353807746100438, 'N': 0.1449625969330197, 'P': 0.09154133732868791, 'F': 0.09724966458239175, 'A': 0.15873162320769557, 'M': 0.08309984590363462, 'S': 0.07569752627289648, 'W': 0.07501423523005912}"
0.07500000000000001,0.1,10,256,147,0.2579710144927536,0.5739130434782609,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}","{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'I': 22738, 'E': 33535, 'C': 8019, 'N': 19659, 'A': 23528}","{'O': 0.17270999633442827, 'R': 0.1545956660842085, 'T': 0.20216624613424533, 'H': 0.15972390771300354, 'D': 0.13237803076944976, 'I': 0.180920165271021, 'E': 0.2193446100080785, 'C': 0.12853807746100437, 'N': 0.16996259693301968, 'A': 0.18373162320769557}"
0.07500000000000001,0.125,10,256,120,0.2579710144927536,0.6521739130434783,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}","{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'I': 22738, 'E': 33535, 'N': 19659, 'A': 23528}","{'O': 0.19770999633442826, 'R': 0.17959566608420852, 'T': 0.22716624613424535, 'H': 0.1847239077130035, 'I': 0.20592016527102097, 'E': 0.2443446100080785, 'N': 0.19496259693301968, 'A': 0.20873162320769556}"
0.07500000000000001,0.15000000000000002,10,256,61,0.2579710144927536,0.8231884057971015,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}","{'T': 28708, 'I': 22738, 'E': 33535, 'A': 23528}","{'T': 0.2521662461342454, 'I': 0.230920165271021, 'E': 0.2693446100080785, 'A': 0.23373162320769558}"
0.07500000000000001,0.17500000000000002,10,256,31,0.2579710144927536,0.9101449275362319,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}","{'T': 28708, 'E': 33535}","{'T': 0.27716624613424534, 'E': 0.29434461000807854}"
0.07500000000000001,0.2,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.225,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.25,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.275,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.30000000000000004,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.325,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.35000000000000003,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.375,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.4,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.42500000000000004,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.45,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.47500000000000003,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.5,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.525,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.55,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.5750000000000001,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.6000000000000001,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.625,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.65,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.675,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.7000000000000001,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.7250000000000001,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.75,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
0.07500000000000001,0.775,10,256,0,0.2579710144927536,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'C': 8019, 'N': 19659, 'P': 4648, 'F': 6252, 'A': 23528, 'M': 2276, 'S': 196, 'W': 4}",{},{}
