counter,explained_variance_score,mean_relative_error,mean_bias_error,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,root_mean_squared_error,mean_squared_log_error,max_error,covariance,correlation,coefficient_of_determination,pearson_correlation_coefficient,willmott_index,confidence_index,nash_sutcliffe_efficiency,BR
"{'E': 33535, 'T': 28708, 'A': 23528, 'I': 22738, 'O': 20431, 'N': 19659, 'S': 18860, 'H': 16782, 'R': 15341, 'L': 12025, 'D': 9098, 'C': 8019, 'U': 7541, 'M': 7351, 'F': 6252, 'Y': 5848, 'W': 5254, 'G': 5164, 'P': 4648, 'B': 4453, 'V': 2784, 'K': 1702, 'X': 605, 'J': 293, 'Q': 253, 'Z': 113, '1': 2, '8': 2, '7': 2, '0': 2}",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,88225329.84555553,1.0,1.0,1.0,1.0,1.0,1.0,585
