error_rate,support_threshold,TBR,TBR_transformed,TBR_transformed_smoothed,PBS,PBS_transformed,PBS_transformed_smoothed,counter,counter_transformed,counter_transformed_smoothed,smoothed_estimates
0.025,0.025,198,198,147,0.4948979591836735,0.4948979591836735,0.625,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}","{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}","{'C': 526, 'R': 1810, 'I': 1541, 'S': 3270, 'T': 971, 'A': 5927, 'P': 455, 'E': 7067, 'O': 4448, 'D': 1117, 'N': 1166, 'M': 1287, 'U': 1008, 'L': 3}","{'C': 0.05584476156187609, 'R': 0.0904698392956502, 'I': 0.08460462147743267, 'S': 0.11671276143095605, 'T': 0.07023287402219094, 'A': 0.15234265047622164, 'P': 0.05306271069944032, 'E': 0.1651008084312506, 'O': 0.13380437272935555, 'D': 0.07425211926815697, 'N': 0.07553513566589207, 'M': 0.07859539161457141, 'U': 0.07128023434687264, 'L': 0.02539276012175564}"
0.025,0.05,198,191,149,0.4948979591836735,0.5127551020408163,0.6198979591836735,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}","{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140}","{'C': 762, 'R': 2310, 'I': 1996, 'S': 3971, 'T': 1316, 'A': 6900, 'P': 669, 'E': 8137, 'O': 5279, 'D': 1494, 'N': 1552, 'M': 1696, 'U': 1361}","{'C': 0.08084476156187609, 'R': 0.11546983929565019, 'I': 0.10960462147743266, 'S': 0.14171276143095604, 'T': 0.09523287402219095, 'A': 0.17734265047622166, 'P': 0.07806271069944032, 'E': 0.1901008084312506, 'O': 0.15880437272935555, 'D': 0.09925211926815697, 'N': 0.10053513566589206, 'M': 0.1035953916145714, 'U': 0.09628023434687265, 'L': 0.05039276012175564}"
0.025,0.07500000000000001,198,121,100,0.4948979591836735,0.6913265306122449,0.7448979591836735,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}","{'R': 20003, 'I': 18211, 'S': 28021, 'A': 38907, 'E': 42805, 'O': 33243, 'N': 15440, 'M': 16375}","{'R': 2810, 'I': 2451, 'S': 4671, 'A': 7873, 'E': 9207, 'O': 6110, 'N': 1938, 'M': 2106}","{'C': 0.1058447615618761, 'R': 0.1404698392956502, 'I': 0.13460462147743268, 'S': 0.16671276143095604, 'T': 0.12023287402219096, 'A': 0.20234265047622166, 'P': 0.10306271069944033, 'E': 0.21510080843125062, 'O': 0.18380437272935557, 'D': 0.12425211926815699, 'N': 0.12553513566589208, 'M': 0.1285953916145714, 'U': 0.12128023434687266, 'L': 0.07539276012175565}"
0.025,0.1,198,63,54,0.4948979591836735,0.8392857142857143,0.8622448979591837,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}","{'S': 28021, 'A': 38907, 'E': 42805, 'O': 33243}","{'S': 5372, 'A': 8845, 'E': 10278, 'O': 6941}","{'C': 0.13084476156187608, 'R': 0.16546983929565018, 'I': 0.15960462147743265, 'S': 0.19171276143095606, 'T': 0.14523287402219096, 'A': 0.22734265047622165, 'P': 0.1280627106994403, 'E': 0.24010080843125062, 'O': 0.20880437272935554, 'D': 0.14925211926815699, 'N': 0.15053513566589205, 'M': 0.15359539161457142, 'U': 0.14628023434687265, 'L': 0.10039276012175564}"
0.025,0.125,198,48,41,0.4948979591836735,0.8775510204081632,0.8954081632653061,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}","{'A': 38907, 'E': 42805, 'O': 33243}","{'A': 9818, 'E': 11348, 'O': 7772}","{'C': 0.1558447615618761, 'R': 0.1904698392956502, 'I': 0.18460462147743267, 'S': 0.21671276143095602, 'T': 0.17023287402219095, 'A': 0.2523426504762216, 'P': 0.15306271069944033, 'E': 0.2651008084312506, 'O': 0.23380437272935556, 'D': 0.17425211926815698, 'N': 0.17553513566589207, 'M': 0.17859539161457139, 'U': 0.17128023434687265, 'L': 0.12539276012175563}"
0.025,0.15000000000000002,198,32,28,0.4948979591836735,0.9183673469387755,0.9285714285714286,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}","{'A': 38907, 'E': 42805}","{'A': 10791, 'E': 12418}","{'C': 0.18084476156187612, 'R': 0.21546983929565022, 'I': 0.2096046214774327, 'S': 0.24171276143095605, 'T': 0.19523287402219097, 'A': 0.27734265047622164, 'P': 0.17806271069944035, 'E': 0.29010080843125063, 'O': 0.2588043727293556, 'D': 0.199252119268157, 'N': 0.2005351356658921, 'M': 0.2035953916145714, 'U': 0.19628023434687267, 'L': 0.15039276012175565}"
0.025,0.17500000000000002,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.2058447615618761, 'R': 0.2404698392956502, 'I': 0.23460462147743266, 'S': 0.26671276143095607, 'T': 0.22023287402219097, 'A': 0.30234265047622166, 'P': 0.20306271069944032, 'E': 0.31510080843125066, 'O': 0.28380437272935555, 'D': 0.224252119268157, 'N': 0.22553513566589206, 'M': 0.22859539161457143, 'U': 0.22128023434687266, 'L': 0.17539276012175564}"
0.025,0.2,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.2308447615618761, 'R': 0.2654698392956502, 'I': 0.2596046214774327, 'S': 0.29171276143095604, 'T': 0.24523287402219096, 'A': 0.3273426504762217, 'P': 0.22806271069944034, 'E': 0.3401008084312506, 'O': 0.30880437272935557, 'D': 0.249252119268157, 'N': 0.2505351356658921, 'M': 0.2535953916145714, 'U': 0.24628023434687266, 'L': 0.20039276012175564}"
0.025,0.225,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.2558447615618761, 'R': 0.2904698392956502, 'I': 0.28460462147743265, 'S': 0.31671276143095606, 'T': 0.270232874022191, 'A': 0.35234265047622165, 'P': 0.2530627106994403, 'E': 0.3651008084312506, 'O': 0.33380437272935554, 'D': 0.27425211926815696, 'N': 0.27553513566589205, 'M': 0.2785953916145714, 'U': 0.27128023434687265, 'L': 0.22539276012175563}"
0.025,0.25,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.2808447615618761, 'R': 0.3154698392956502, 'I': 0.3096046214774327, 'S': 0.341712761430956, 'T': 0.29523287402219095, 'A': 0.3773426504762216, 'P': 0.27806271069944033, 'E': 0.3901008084312506, 'O': 0.35880437272935556, 'D': 0.299252119268157, 'N': 0.3005351356658921, 'M': 0.3035953916145714, 'U': 0.2962802343468727, 'L': 0.25039276012175565}"
0.025,0.275,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.3058447615618761, 'R': 0.3404698392956502, 'I': 0.3346046214774327, 'S': 0.36671276143095605, 'T': 0.32023287402219097, 'A': 0.40234265047622164, 'P': 0.30306271069944035, 'E': 0.41510080843125063, 'O': 0.3838043727293556, 'D': 0.324252119268157, 'N': 0.3255351356658921, 'M': 0.3285953916145714, 'U': 0.3212802343468727, 'L': 0.2753927601217557}"
0.025,0.30000000000000004,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.33084476156187614, 'R': 0.36546983929565025, 'I': 0.3596046214774327, 'S': 0.39171276143095607, 'T': 0.345232874022191, 'A': 0.42734265047622166, 'P': 0.3280627106994404, 'E': 0.44010080843125066, 'O': 0.4088043727293556, 'D': 0.349252119268157, 'N': 0.3505351356658921, 'M': 0.35359539161457143, 'U': 0.3462802343468727, 'L': 0.3003927601217557}"
0.025,0.325,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.3558447615618761, 'R': 0.3904698392956502, 'I': 0.3846046214774327, 'S': 0.41671276143095604, 'T': 0.37023287402219096, 'A': 0.4523426504762217, 'P': 0.35306271069944034, 'E': 0.4651008084312506, 'O': 0.43380437272935557, 'D': 0.374252119268157, 'N': 0.3755351356658921, 'M': 0.3785953916145714, 'U': 0.37128023434687263, 'L': 0.32539276012175566}"
0.025,0.35000000000000003,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.38084476156187613, 'R': 0.41546983929565023, 'I': 0.4096046214774327, 'S': 0.44171276143095606, 'T': 0.395232874022191, 'A': 0.4773426504762217, 'P': 0.37806271069944036, 'E': 0.49010080843125065, 'O': 0.4588043727293556, 'D': 0.399252119268157, 'N': 0.4005351356658921, 'M': 0.4035953916145714, 'U': 0.39628023434687265, 'L': 0.3503927601217557}"
0.025,0.375,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.4058447615618761, 'R': 0.4404698392956502, 'I': 0.4346046214774327, 'S': 0.466712761430956, 'T': 0.42023287402219095, 'A': 0.5023426504762216, 'P': 0.40306271069944033, 'E': 0.5151008084312506, 'O': 0.48380437272935556, 'D': 0.424252119268157, 'N': 0.4255351356658921, 'M': 0.4285953916145714, 'U': 0.4212802343468727, 'L': 0.37539276012175565}"
0.025,0.4,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.4308447615618761, 'R': 0.4654698392956502, 'I': 0.4596046214774327, 'S': 0.49171276143095605, 'T': 0.44523287402219097, 'A': 0.5273426504762216, 'P': 0.42806271069944035, 'E': 0.5401008084312506, 'O': 0.5088043727293555, 'D': 0.449252119268157, 'N': 0.4505351356658921, 'M': 0.4535953916145714, 'U': 0.4462802343468727, 'L': 0.4003927601217557}"
0.025,0.42500000000000004,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.45584476156187614, 'R': 0.49046983929565025, 'I': 0.4846046214774327, 'S': 0.5167127614309561, 'T': 0.470232874022191, 'A': 0.5523426504762217, 'P': 0.4530627106994404, 'E': 0.5651008084312507, 'O': 0.5338043727293555, 'D': 0.474252119268157, 'N': 0.4755351356658921, 'M': 0.47859539161457143, 'U': 0.4712802343468727, 'L': 0.4253927601217557}"
0.025,0.45,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.4808447615618761, 'R': 0.5154698392956502, 'I': 0.5096046214774327, 'S': 0.541712761430956, 'T': 0.49523287402219096, 'A': 0.5773426504762217, 'P': 0.47806271069944034, 'E': 0.5901008084312507, 'O': 0.5588043727293556, 'D': 0.499252119268157, 'N': 0.500535135665892, 'M': 0.5035953916145715, 'U': 0.49628023434687263, 'L': 0.45039276012175566}"
0.025,0.47500000000000003,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.5058447615618761, 'R': 0.5404698392956502, 'I': 0.5346046214774327, 'S': 0.5667127614309561, 'T': 0.520232874022191, 'A': 0.6023426504762217, 'P': 0.5030627106994403, 'E': 0.6151008084312506, 'O': 0.5838043727293556, 'D': 0.524252119268157, 'N': 0.525535135665892, 'M': 0.5285953916145715, 'U': 0.5212802343468727, 'L': 0.4753927601217557}"
0.025,0.5,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.5308447615618761, 'R': 0.5654698392956502, 'I': 0.5596046214774326, 'S': 0.5917127614309561, 'T': 0.545232874022191, 'A': 0.6273426504762216, 'P': 0.5280627106994403, 'E': 0.6401008084312506, 'O': 0.6088043727293555, 'D': 0.549252119268157, 'N': 0.5505351356658921, 'M': 0.5535953916145714, 'U': 0.5462802343468727, 'L': 0.5003927601217556}"
0.025,0.525,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.5558447615618761, 'R': 0.5904698392956502, 'I': 0.5846046214774326, 'S': 0.6167127614309561, 'T': 0.5702328740221909, 'A': 0.6523426504762216, 'P': 0.5530627106994404, 'E': 0.6651008084312506, 'O': 0.6338043727293555, 'D': 0.574252119268157, 'N': 0.5755351356658921, 'M': 0.5785953916145714, 'U': 0.5712802343468727, 'L': 0.5253927601217556}"
0.025,0.55,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.5808447615618761, 'R': 0.6154698392956502, 'I': 0.6096046214774327, 'S': 0.6417127614309561, 'T': 0.595232874022191, 'A': 0.6773426504762217, 'P': 0.5780627106994404, 'E': 0.6901008084312507, 'O': 0.6588043727293555, 'D': 0.599252119268157, 'N': 0.6005351356658921, 'M': 0.6035953916145714, 'U': 0.5962802343468727, 'L': 0.5503927601217556}"
0.025,0.5750000000000001,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.6058447615618762, 'R': 0.6404698392956503, 'I': 0.6346046214774327, 'S': 0.6667127614309561, 'T': 0.620232874022191, 'A': 0.7023426504762217, 'P': 0.6030627106994404, 'E': 0.7151008084312507, 'O': 0.6838043727293556, 'D': 0.624252119268157, 'N': 0.6255351356658921, 'M': 0.6285953916145715, 'U': 0.6212802343468727, 'L': 0.5753927601217557}"
0.025,0.6000000000000001,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.6308447615618762, 'R': 0.6654698392956503, 'I': 0.6596046214774327, 'S': 0.6917127614309562, 'T': 0.6452328740221911, 'A': 0.7273426504762217, 'P': 0.6280627106994404, 'E': 0.7401008084312507, 'O': 0.7088043727293556, 'D': 0.6492521192681571, 'N': 0.6505351356658922, 'M': 0.6535953916145715, 'U': 0.6462802343468728, 'L': 0.6003927601217557}"
0.025,0.625,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.6558447615618761, 'R': 0.6904698392956502, 'I': 0.6846046214774326, 'S': 0.7167127614309561, 'T': 0.670232874022191, 'A': 0.7523426504762216, 'P': 0.6530627106994403, 'E': 0.7651008084312506, 'O': 0.7338043727293555, 'D': 0.674252119268157, 'N': 0.6755351356658921, 'M': 0.6785953916145714, 'U': 0.6712802343468727, 'L': 0.6253927601217556}"
0.025,0.65,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.6808447615618761, 'R': 0.7154698392956502, 'I': 0.7096046214774326, 'S': 0.7417127614309561, 'T': 0.6952328740221909, 'A': 0.7773426504762216, 'P': 0.6780627106994404, 'E': 0.7901008084312506, 'O': 0.7588043727293555, 'D': 0.699252119268157, 'N': 0.7005351356658921, 'M': 0.7035953916145714, 'U': 0.6962802343468727, 'L': 0.6503927601217556}"
0.025,0.675,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.7058447615618761, 'R': 0.7404698392956502, 'I': 0.7346046214774327, 'S': 0.7667127614309561, 'T': 0.720232874022191, 'A': 0.8023426504762217, 'P': 0.7030627106994404, 'E': 0.8151008084312507, 'O': 0.7838043727293555, 'D': 0.724252119268157, 'N': 0.7255351356658921, 'M': 0.7285953916145714, 'U': 0.7212802343468727, 'L': 0.6753927601217556}"
0.025,0.7000000000000001,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.7308447615618762, 'R': 0.7654698392956503, 'I': 0.7596046214774327, 'S': 0.7917127614309561, 'T': 0.745232874022191, 'A': 0.8273426504762217, 'P': 0.7280627106994404, 'E': 0.8401008084312507, 'O': 0.8088043727293556, 'D': 0.749252119268157, 'N': 0.7505351356658921, 'M': 0.7535953916145715, 'U': 0.7462802343468727, 'L': 0.7003927601217557}"
0.025,0.7250000000000001,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.7558447615618762, 'R': 0.7904698392956503, 'I': 0.7846046214774327, 'S': 0.8167127614309562, 'T': 0.7702328740221911, 'A': 0.8523426504762217, 'P': 0.7530627106994404, 'E': 0.8651008084312507, 'O': 0.8338043727293556, 'D': 0.7742521192681571, 'N': 0.7755351356658922, 'M': 0.7785953916145715, 'U': 0.7712802343468728, 'L': 0.7253927601217557}"
0.025,0.75,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.7808447615618761, 'R': 0.8154698392956502, 'I': 0.8096046214774326, 'S': 0.8417127614309561, 'T': 0.795232874022191, 'A': 0.8773426504762216, 'P': 0.7780627106994403, 'E': 0.8901008084312506, 'O': 0.8588043727293555, 'D': 0.799252119268157, 'N': 0.8005351356658921, 'M': 0.8035953916145714, 'U': 0.7962802343468727, 'L': 0.7503927601217556}"
0.025,0.775,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.8058447615618761, 'R': 0.8404698392956502, 'I': 0.8346046214774326, 'S': 0.8667127614309561, 'T': 0.8202328740221909, 'A': 0.9023426504762216, 'P': 0.8030627106994404, 'E': 0.9151008084312506, 'O': 0.8838043727293555, 'D': 0.824252119268157, 'N': 0.8255351356658921, 'M': 0.8285953916145714, 'U': 0.8212802343468727, 'L': 0.7753927601217556}"
0.025,0.8,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.8308447615618761, 'R': 0.8654698392956502, 'I': 0.8596046214774327, 'S': 0.8917127614309561, 'T': 0.845232874022191, 'A': 0.9273426504762217, 'P': 0.8280627106994404, 'E': 0.9401008084312507, 'O': 0.9088043727293555, 'D': 0.849252119268157, 'N': 0.8505351356658921, 'M': 0.8535953916145714, 'U': 0.8462802343468727, 'L': 0.8003927601217556}"
0.025,0.8250000000000001,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.8558447615618762, 'R': 0.8904698392956503, 'I': 0.8846046214774327, 'S': 0.9167127614309561, 'T': 0.870232874022191, 'A': 0.9523426504762217, 'P': 0.8530627106994404, 'E': 0.9651008084312507, 'O': 0.9338043727293556, 'D': 0.874252119268157, 'N': 0.8755351356658921, 'M': 0.8785953916145715, 'U': 0.8712802343468727, 'L': 0.8253927601217557}"
0.025,0.8500000000000001,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.8808447615618762, 'R': 0.9154698392956503, 'I': 0.9096046214774327, 'S': 0.9417127614309562, 'T': 0.8952328740221911, 'A': 0.9773426504762217, 'P': 0.8780627106994404, 'E': 0.9901008084312507, 'O': 0.9588043727293556, 'D': 0.8992521192681571, 'N': 0.9005351356658922, 'M': 0.9035953916145715, 'U': 0.8962802343468728, 'L': 0.8503927601217557}"
0.025,0.875,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.9058447615618761, 'R': 0.9404698392956502, 'I': 0.9346046214774326, 'S': 0.9667127614309561, 'T': 0.920232874022191, 'A': 1.0023426504762216, 'P': 0.9030627106994403, 'E': 1.0151008084312507, 'O': 0.9838043727293555, 'D': 0.924252119268157, 'N': 0.9255351356658921, 'M': 0.9285953916145714, 'U': 0.9212802343468727, 'L': 0.8753927601217556}"
0.025,0.9,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.9308447615618761, 'R': 0.9654698392956502, 'I': 0.9596046214774326, 'S': 0.9917127614309561, 'T': 0.9452328740221909, 'A': 1.0273426504762218, 'P': 0.9280627106994404, 'E': 1.0401008084312506, 'O': 1.0088043727293556, 'D': 0.949252119268157, 'N': 0.9505351356658921, 'M': 0.9535953916145714, 'U': 0.9462802343468727, 'L': 0.9003927601217556}"
0.025,0.925,198,0,0,0.4948979591836735,1.0,1.0,"{'C': 9424, 'R': 20003, 'I': 18211, 'S': 28021, 'T': 13820, 'A': 38907, 'P': 8574, 'E': 42805, 'O': 33243, 'D': 15048, 'N': 15440, 'M': 16375, 'U': 14140, 'L': 120}",{},{},"{'C': 0.9558447615618761, 'R': 0.9904698392956502, 'I': 0.9846046214774327, 'S': 1.0167127614309561, 'T': 0.970232874022191, 'A': 1.0523426504762217, 'P': 0.9530627106994404, 'E': 1.0651008084312505, 'O': 1.0338043727293555, 'D': 0.974252119268157, 'N': 0.9755351356658921, 'M': 0.9785953916145714, 'U': 0.9712802343468727, 'L': 0.9253927601217556}"
