error_rate,support_threshold,TBR,TBR_transformed,TBR_transformed_smoothed,PBS,PBS_transformed,PBS_transformed_smoothed,counter,counter_transformed,counter_transformed_smoothed,smoothed_estimates
0.07500000000000001,0.1,81,63,54,0.7933673469387755,0.8392857142857143,0.8622448979591837,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}","{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901}","{'S': 5372, 'E': 10278, 'O': 6941, 'A': 8843}","{'S': 0.19171276143095606, 'E': 0.24010080843125062, 'O': 0.20880437272935554, 'A': 0.22732301247013387, 'R': 0.10049422315320919, 'C': 0.10001963800608779, 'T': 0.10001636500507316, 'N': 0.10001636500507316, 'I': 0.10000327300101464}"
0.07500000000000001,0.125,81,63,54,0.7933673469387755,0.8392857142857143,0.8622448979591837,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}","{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901}","{'S': 6073, 'E': 11348, 'O': 7772, 'A': 9816}","{'S': 0.21671276143095602, 'E': 0.2651008084312506, 'O': 0.23380437272935556, 'A': 0.2523230124701339, 'R': 0.12549422315320918, 'C': 0.12501963800608779, 'T': 0.12501636500507315, 'N': 0.12501636500507315, 'I': 0.12500327300101463}"
0.07500000000000001,0.15000000000000002,81,63,55,0.7933673469387755,0.8392857142857143,0.8596938775510204,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}","{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901}","{'S': 6773, 'E': 12418, 'O': 8603, 'A': 10788}","{'S': 0.24171276143095605, 'E': 0.29010080843125063, 'O': 0.2588043727293556, 'A': 0.2773230124701339, 'R': 0.1504942231532092, 'C': 0.1500196380060878, 'T': 0.15001636500507318, 'N': 0.15001636500507318, 'I': 0.15000327300101465}"
0.07500000000000001,0.17500000000000002,81,48,42,0.7933673469387755,0.8775510204081632,0.8928571428571429,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}","{'E': 42805, 'O': 33243, 'A': 38901}","{'E': 13488, 'O': 9435, 'A': 11761}","{'S': 0.26671276143095607, 'E': 0.31510080843125066, 'O': 0.28380437272935555, 'A': 0.3023230124701339, 'R': 0.1754942231532092, 'C': 0.1750196380060878, 'T': 0.17501636500507317, 'N': 0.17501636500507317, 'I': 0.17500327300101465}"
0.07500000000000001,0.2,81,32,28,0.7933673469387755,0.9183673469387755,0.9285714285714286,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}","{'E': 42805, 'A': 38901}","{'E': 14558, 'A': 12733}","{'S': 0.29171276143095604, 'E': 0.3401008084312506, 'O': 0.30880437272935557, 'A': 0.32732301247013385, 'R': 0.2004942231532092, 'C': 0.2000196380060878, 'T': 0.20001636500507317, 'N': 0.20001636500507317, 'I': 0.20000327300101464}"
0.07500000000000001,0.225,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.31671276143095606, 'E': 0.3651008084312506, 'O': 0.33380437272935554, 'A': 0.35232301247013387, 'R': 0.2254942231532092, 'C': 0.2250196380060878, 'T': 0.22501636500507316, 'N': 0.22501636500507316, 'I': 0.22500327300101464}"
0.07500000000000001,0.25,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.341712761430956, 'E': 0.3901008084312506, 'O': 0.35880437272935556, 'A': 0.3773230124701339, 'R': 0.2504942231532092, 'C': 0.2500196380060878, 'T': 0.2500163650050731, 'N': 0.2500163650050731, 'I': 0.2500032730010146}"
0.07500000000000001,0.275,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.36671276143095605, 'E': 0.41510080843125063, 'O': 0.3838043727293556, 'A': 0.4023230124701339, 'R': 0.2754942231532092, 'C': 0.2750196380060878, 'T': 0.27501636500507315, 'N': 0.27501636500507315, 'I': 0.2750032730010146}"
0.07500000000000001,0.30000000000000004,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.39171276143095607, 'E': 0.44010080843125066, 'O': 0.4088043727293556, 'A': 0.42732301247013393, 'R': 0.30049422315320923, 'C': 0.30001963800608783, 'T': 0.30001636500507317, 'N': 0.30001636500507317, 'I': 0.30000327300101465}"
0.07500000000000001,0.325,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.41671276143095604, 'E': 0.4651008084312506, 'O': 0.43380437272935557, 'A': 0.45232301247013385, 'R': 0.3254942231532092, 'C': 0.3250196380060878, 'T': 0.32501636500507314, 'N': 0.32501636500507314, 'I': 0.3250032730010146}"
0.07500000000000001,0.35000000000000003,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.44171276143095606, 'E': 0.49010080843125065, 'O': 0.4588043727293556, 'A': 0.47732301247013387, 'R': 0.3504942231532092, 'C': 0.3500196380060878, 'T': 0.35001636500507316, 'N': 0.35001636500507316, 'I': 0.35000327300101464}"
0.07500000000000001,0.375,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.466712761430956, 'E': 0.5151008084312506, 'O': 0.48380437272935556, 'A': 0.5023230124701339, 'R': 0.3754942231532092, 'C': 0.3750196380060878, 'T': 0.3750163650050731, 'N': 0.3750163650050731, 'I': 0.3750032730010146}"
0.07500000000000001,0.4,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.49171276143095605, 'E': 0.5401008084312506, 'O': 0.5088043727293555, 'A': 0.5273230124701339, 'R': 0.4004942231532092, 'C': 0.4000196380060878, 'T': 0.40001636500507315, 'N': 0.40001636500507315, 'I': 0.4000032730010146}"
0.07500000000000001,0.42500000000000004,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.5167127614309561, 'E': 0.5651008084312507, 'O': 0.5338043727293555, 'A': 0.5523230124701339, 'R': 0.42549422315320923, 'C': 0.42501963800608783, 'T': 0.42501636500507317, 'N': 0.42501636500507317, 'I': 0.42500327300101465}"
0.07500000000000001,0.45,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.541712761430956, 'E': 0.5901008084312507, 'O': 0.5588043727293556, 'A': 0.5773230124701338, 'R': 0.4504942231532092, 'C': 0.4500196380060878, 'T': 0.45001636500507314, 'N': 0.45001636500507314, 'I': 0.4500032730010146}"
0.07500000000000001,0.47500000000000003,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.5667127614309561, 'E': 0.6151008084312506, 'O': 0.5838043727293556, 'A': 0.6023230124701339, 'R': 0.4754942231532092, 'C': 0.4750196380060878, 'T': 0.47501636500507316, 'N': 0.47501636500507316, 'I': 0.47500327300101464}"
0.07500000000000001,0.5,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.5917127614309561, 'E': 0.6401008084312506, 'O': 0.6088043727293555, 'A': 0.6273230124701339, 'R': 0.5004942231532091, 'C': 0.5000196380060877, 'T': 0.5000163650050732, 'N': 0.5000163650050732, 'I': 0.5000032730010147}"
0.07500000000000001,0.525,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.6167127614309561, 'E': 0.6651008084312506, 'O': 0.6338043727293555, 'A': 0.6523230124701339, 'R': 0.5254942231532092, 'C': 0.5250196380060878, 'T': 0.5250163650050732, 'N': 0.5250163650050732, 'I': 0.5250032730010147}"
0.07500000000000001,0.55,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.6417127614309561, 'E': 0.6901008084312507, 'O': 0.6588043727293555, 'A': 0.6773230124701339, 'R': 0.5504942231532092, 'C': 0.5500196380060878, 'T': 0.5500163650050732, 'N': 0.5500163650050732, 'I': 0.5500032730010147}"
0.07500000000000001,0.5750000000000001,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.6667127614309561, 'E': 0.7151008084312507, 'O': 0.6838043727293556, 'A': 0.702323012470134, 'R': 0.5754942231532092, 'C': 0.5750196380060878, 'T': 0.5750163650050732, 'N': 0.5750163650050732, 'I': 0.5750032730010147}"
0.07500000000000001,0.6000000000000001,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.6917127614309562, 'E': 0.7401008084312507, 'O': 0.7088043727293556, 'A': 0.727323012470134, 'R': 0.6004942231532092, 'C': 0.6000196380060878, 'T': 0.6000163650050733, 'N': 0.6000163650050733, 'I': 0.6000032730010147}"
0.07500000000000001,0.625,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.7167127614309561, 'E': 0.7651008084312506, 'O': 0.7338043727293555, 'A': 0.7523230124701339, 'R': 0.6254942231532091, 'C': 0.6250196380060877, 'T': 0.6250163650050732, 'N': 0.6250163650050732, 'I': 0.6250032730010147}"
0.07500000000000001,0.65,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.7417127614309561, 'E': 0.7901008084312506, 'O': 0.7588043727293555, 'A': 0.7773230124701339, 'R': 0.6504942231532092, 'C': 0.6500196380060878, 'T': 0.6500163650050732, 'N': 0.6500163650050732, 'I': 0.6500032730010147}"
0.07500000000000001,0.675,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.7667127614309561, 'E': 0.8151008084312507, 'O': 0.7838043727293555, 'A': 0.8023230124701339, 'R': 0.6754942231532092, 'C': 0.6750196380060878, 'T': 0.6750163650050732, 'N': 0.6750163650050732, 'I': 0.6750032730010147}"
0.07500000000000001,0.7000000000000001,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.7917127614309561, 'E': 0.8401008084312507, 'O': 0.8088043727293556, 'A': 0.827323012470134, 'R': 0.7004942231532092, 'C': 0.7000196380060878, 'T': 0.7000163650050732, 'N': 0.7000163650050732, 'I': 0.7000032730010147}"
0.07500000000000001,0.7250000000000001,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.8167127614309562, 'E': 0.8651008084312507, 'O': 0.8338043727293556, 'A': 0.852323012470134, 'R': 0.7254942231532092, 'C': 0.7250196380060878, 'T': 0.7250163650050733, 'N': 0.7250163650050733, 'I': 0.7250032730010147}"
0.07500000000000001,0.75,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.8417127614309561, 'E': 0.8901008084312506, 'O': 0.8588043727293555, 'A': 0.8773230124701339, 'R': 0.7504942231532091, 'C': 0.7500196380060877, 'T': 0.7500163650050732, 'N': 0.7500163650050732, 'I': 0.7500032730010147}"
0.07500000000000001,0.775,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.8667127614309561, 'E': 0.9151008084312506, 'O': 0.8838043727293555, 'A': 0.9023230124701339, 'R': 0.7754942231532092, 'C': 0.7750196380060878, 'T': 0.7750163650050732, 'N': 0.7750163650050732, 'I': 0.7750032730010147}"
0.07500000000000001,0.8,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.8917127614309561, 'E': 0.9401008084312507, 'O': 0.9088043727293555, 'A': 0.9273230124701339, 'R': 0.8004942231532092, 'C': 0.8000196380060878, 'T': 0.8000163650050732, 'N': 0.8000163650050732, 'I': 0.8000032730010147}"
0.07500000000000001,0.8250000000000001,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.9167127614309561, 'E': 0.9651008084312507, 'O': 0.9338043727293556, 'A': 0.952323012470134, 'R': 0.8254942231532092, 'C': 0.8250196380060878, 'T': 0.8250163650050732, 'N': 0.8250163650050732, 'I': 0.8250032730010147}"
0.07500000000000001,0.8500000000000001,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.9417127614309562, 'E': 0.9901008084312507, 'O': 0.9588043727293556, 'A': 0.977323012470134, 'R': 0.8504942231532092, 'C': 0.8500196380060878, 'T': 0.8500163650050733, 'N': 0.8500163650050733, 'I': 0.8500032730010147}"
0.07500000000000001,0.875,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.9667127614309561, 'E': 1.0151008084312507, 'O': 0.9838043727293555, 'A': 1.002323012470134, 'R': 0.8754942231532091, 'C': 0.8750196380060877, 'T': 0.8750163650050732, 'N': 0.8750163650050732, 'I': 0.8750032730010147}"
0.07500000000000001,0.9,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 0.9917127614309561, 'E': 1.0401008084312506, 'O': 1.0088043727293556, 'A': 1.0273230124701338, 'R': 0.9004942231532092, 'C': 0.9000196380060878, 'T': 0.9000163650050732, 'N': 0.9000163650050732, 'I': 0.9000032730010147}"
0.07500000000000001,0.925,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 1.0167127614309561, 'E': 1.0651008084312505, 'O': 1.0338043727293555, 'A': 1.052323012470134, 'R': 0.9254942231532092, 'C': 0.9250196380060878, 'T': 0.9250163650050732, 'N': 0.9250163650050732, 'I': 0.9250032730010147}"
0.07500000000000001,0.9500000000000001,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 1.041712761430956, 'E': 1.0901008084312507, 'O': 1.0588043727293557, 'A': 1.0773230124701338, 'R': 0.9504942231532092, 'C': 0.9500196380060878, 'T': 0.9500163650050732, 'N': 0.9500163650050732, 'I': 0.9500032730010147}"
0.07500000000000001,0.9750000000000001,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 1.0667127614309562, 'E': 1.1151008084312508, 'O': 1.0838043727293556, 'A': 1.102323012470134, 'R': 0.9754942231532092, 'C': 0.9750196380060878, 'T': 0.9750163650050733, 'N': 0.9750163650050733, 'I': 0.9750032730010147}"
0.07500000000000001,1.0,81,0,0,0.7933673469387755,1.0,1.0,"{'S': 28021, 'E': 42805, 'O': 33243, 'A': 38901, 'R': 151, 'C': 6, 'T': 5, 'N': 5, 'I': 1}",{},{},"{'S': 1.091712761430956, 'E': 1.1401008084312507, 'O': 1.1088043727293555, 'A': 1.127323012470134, 'R': 1.0004942231532092, 'C': 1.0000196380060877, 'T': 1.000016365005073, 'N': 1.000016365005073, 'I': 1.0000032730010147}"
0.1,0.025,56,56,40,0.8571428571428572,0.8571428571428572,0.8979591836734694,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}","{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}","{'A': 5926, 'E': 7036, 'O': 4331, 'S': 1, 'R': 0}","{'A': 0.15232301247013386, 'E': 0.16477023532877294, 'O': 0.13221042123523058, 'S': 0.025068733021307237, 'R': 0.025029457009131673}"
0.1,0.05,56,56,40,0.8571428571428572,0.8571428571428572,0.8979591836734694,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}","{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}","{'A': 6898, 'E': 8104, 'O': 5150, 'S': 1, 'R': 0}","{'A': 0.17732301247013388, 'E': 0.18977023532877296, 'O': 0.1572104212352306, 'S': 0.05006873302130724, 'R': 0.050029457009131674}"
0.1,0.07500000000000001,56,56,43,0.8571428571428572,0.8571428571428572,0.8903061224489796,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}","{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}","{'A': 7871, 'E': 9172, 'O': 5968, 'S': 2, 'R': 1}","{'A': 0.20232301247013387, 'E': 0.21477023532877296, 'O': 0.1822104212352306, 'S': 0.07506873302130725, 'R': 0.07502945700913169}"
0.1,0.1,56,56,44,0.8571428571428572,0.8571428571428572,0.8877551020408163,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}","{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}","{'A': 8843, 'E': 10239, 'O': 6787, 'S': 2, 'R': 1}","{'A': 0.22732301247013387, 'E': 0.23977023532877295, 'O': 0.2072104212352306, 'S': 0.10006873302130724, 'R': 0.10002945700913168}"
0.1,0.125,56,47,41,0.8571428571428572,0.8801020408163265,0.8954081632653061,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}","{'A': 38901, 'E': 42704, 'O': 32756}","{'A': 9816, 'E': 11307, 'O': 7606}","{'A': 0.2523230124701339, 'E': 0.264770235328773, 'O': 0.23221042123523059, 'S': 0.12506873302130725, 'R': 0.12502945700913168}"
0.1,0.15000000000000002,56,47,42,0.8571428571428572,0.8801020408163265,0.8928571428571429,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}","{'A': 38901, 'E': 42704, 'O': 32756}","{'A': 10788, 'E': 12374, 'O': 8425}","{'A': 0.2773230124701339, 'E': 0.289770235328773, 'O': 0.25721042123523064, 'S': 0.15006873302130727, 'R': 0.1500294570091317}"
0.1,0.17500000000000002,56,47,42,0.8571428571428572,0.8801020408163265,0.8928571428571429,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}","{'A': 38901, 'E': 42704, 'O': 32756}","{'A': 11761, 'E': 13442, 'O': 9244}","{'A': 0.3023230124701339, 'E': 0.31477023532877296, 'O': 0.2822104212352306, 'S': 0.17506873302130727, 'R': 0.1750294570091317}"
0.1,0.2,56,47,42,0.8571428571428572,0.8801020408163265,0.8928571428571429,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}","{'A': 38901, 'E': 42704, 'O': 32756}","{'A': 12733, 'E': 14510, 'O': 10063}","{'A': 0.32732301247013385, 'E': 0.33977023532877293, 'O': 0.30721042123523057, 'S': 0.20006873302130726, 'R': 0.2000294570091317}"
0.1,0.225,56,32,28,0.8571428571428572,0.9183673469387755,0.9285714285714286,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}","{'A': 38901, 'E': 42704}","{'A': 13706, 'E': 15577}","{'A': 0.35232301247013387, 'E': 0.36477023532877295, 'O': 0.3322104212352306, 'S': 0.22506873302130725, 'R': 0.22502945700913168}"
0.1,0.25,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.3773230124701339, 'E': 0.389770235328773, 'O': 0.3572104212352306, 'S': 0.2500687330213072, 'R': 0.25002945700913165}"
0.1,0.275,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.4023230124701339, 'E': 0.414770235328773, 'O': 0.38221042123523064, 'S': 0.27506873302130724, 'R': 0.2750294570091317}"
0.1,0.30000000000000004,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.42732301247013393, 'E': 0.439770235328773, 'O': 0.40721042123523066, 'S': 0.30006873302130727, 'R': 0.3000294570091317}"
0.1,0.325,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.45232301247013385, 'E': 0.46477023532877293, 'O': 0.43221042123523057, 'S': 0.32506873302130723, 'R': 0.32502945700913166}"
0.1,0.35000000000000003,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.47732301247013387, 'E': 0.48977023532877295, 'O': 0.4572104212352306, 'S': 0.35006873302130725, 'R': 0.3500294570091317}"
0.1,0.375,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.5023230124701339, 'E': 0.514770235328773, 'O': 0.4822104212352306, 'S': 0.3750687330213072, 'R': 0.37502945700913165}"
0.1,0.4,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.5273230124701339, 'E': 0.539770235328773, 'O': 0.5072104212352306, 'S': 0.40006873302130724, 'R': 0.4000294570091317}"
0.1,0.42500000000000004,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.5523230124701339, 'E': 0.564770235328773, 'O': 0.5322104212352307, 'S': 0.42506873302130727, 'R': 0.4250294570091317}"
0.1,0.45,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.5773230124701338, 'E': 0.5897702353287729, 'O': 0.5572104212352306, 'S': 0.45006873302130723, 'R': 0.45002945700913166}"
0.1,0.47500000000000003,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.6023230124701339, 'E': 0.614770235328773, 'O': 0.5822104212352306, 'S': 0.47506873302130725, 'R': 0.4750294570091317}"
0.1,0.5,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.6273230124701339, 'E': 0.639770235328773, 'O': 0.6072104212352306, 'S': 0.5000687330213073, 'R': 0.5000294570091317}"
0.1,0.525,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.6523230124701339, 'E': 0.664770235328773, 'O': 0.6322104212352306, 'S': 0.5250687330213073, 'R': 0.5250294570091317}"
0.1,0.55,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.6773230124701339, 'E': 0.689770235328773, 'O': 0.6572104212352307, 'S': 0.5500687330213073, 'R': 0.5500294570091318}"
0.1,0.5750000000000001,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.702323012470134, 'E': 0.714770235328773, 'O': 0.6822104212352307, 'S': 0.5750687330213073, 'R': 0.5750294570091318}"
0.1,0.6000000000000001,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.727323012470134, 'E': 0.7397702353287731, 'O': 0.7072104212352307, 'S': 0.6000687330213074, 'R': 0.6000294570091318}"
0.1,0.625,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.7523230124701339, 'E': 0.764770235328773, 'O': 0.7322104212352306, 'S': 0.6250687330213073, 'R': 0.6250294570091317}"
0.1,0.65,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.7773230124701339, 'E': 0.789770235328773, 'O': 0.7572104212352306, 'S': 0.6500687330213073, 'R': 0.6500294570091317}"
0.1,0.675,56,0,0,0.8571428571428572,1.0,1.0,"{'A': 38901, 'E': 42704, 'O': 32756, 'S': 21, 'R': 9}",{},{},"{'A': 0.8023230124701339, 'E': 0.814770235328773, 'O': 0.7822104212352307, 'S': 0.6750687330213073, 'R': 0.6750294570091318}"
