counter,explained_variance_score,mean_relative_error,mean_bias_error,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,root_mean_squared_error,mean_squared_log_error,max_error,covariance,correlation,coefficient_of_determination,pearson_correlation_coefficient,willmott_index,confidence_index,nash_sutcliffe_efficiency,BR
"{'E': 42805, 'A': 38907, 'O': 33244, 'S': 28021, 'R': 20003, 'I': 18211, 'M': 16391, 'N': 15443, 'D': 15048, 'U': 14157, 'T': 13820, 'C': 9424, 'P': 8574, 'L': 7288, 'Q': 4830, 'V': 4158, 'F': 3319, 'G': 3030, 'H': 2471, 'B': 2193, 'Z': 1319, 'X': 888, 'J': 858, '9': 446, '1': 127, '0': 93, '2': 80, '4': 63, '5': 50, '3': 49, 'K': 47, '6': 47, '7': 35, 'Y': 34, 'W': 31, '8': 26}",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,133077644.66358024,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,680
