error_rate,probability_of_failure,width,depth,N,example_sketch,example_sketch_map,counter_transformed,explained_variance_score,mean_relative_error,mean_bias_error,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,root_mean_squared_error,mean_squared_log_error,max_error,covariance,correlation,coefficient_of_determination,pearson_correlation_coefficient,willmott_index,confidence_index,nash_sutcliffe_efficiency,BR,BR_transformed,BS,BS_transformed,ap@10,ap@5,ap@3,ndcg@10,ndcg@5,ndcg@3,acc@10,acc@5,acc@3,kendall_tau,cee,cre@10,cre@5,cre@3
0.025,0.025,109,4,10,"[[652, 0, 0, 0, 41405, 0, 20263, 8001, 0, 0, 0, 0, 7, 0, 0, 3908, 0, 0, 14417, 74, 0, 0, 0, 0, 0, 8544, 0, 0, 0, 0, 0, 21030, 8, 0, 0, 0, 32000, 0, 0, 43712, 0, 0, 0, 30, 19616, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 4289, 0, 12, 0, 0, 8, 0, 0, 15022, 0, 0, 0, 0, 0, 13553, 0, 2289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 12, 10083, 0, 1017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2635, 0, 0, 0, 0, 0, 0, 41435, 0, 1296, 0], [14417, 1017, 0, 0, 0, 0, 0, 0, 0, 652, 0, 0, 0, 40690, 0, 0, 0, 15034, 0, 0, 0, 0, 0, 41405, 0, 0, 0, 4289, 0, 26126, 0, 0, 0, 0, 0, 0, 0, 0, 3902, 0, 3089, 0, 0, 0, 0, 0, 0, 0, 40, 0, 13553, 0, 8001, 1296, 0, 0, 0, 0, 0, 0, 16492, 19582, 36, 0, 0, 20263, 0, 0, 2635, 0, 0, 0, 2289, 0, 0, 7, 0, 0, 0, 0, 0, 0, 10083, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 32000, 8, 0, 0, 0, 8, 0, 4538, 0, 15280, 0, 0, 8551], [0, 3015, 0, 0, 0, 7, 1296, 0, 12, 0, 0, 0, 0, 0, 26119, 0, 40001, 4538, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 2289, 0, 0, 12, 0, 0, 3938, 0, 2635, 0, 7, 6, 652, 0, 34, 10083, 8, 41405, 0, 0, 0, 0, 0, 16297, 0, 0, 0, 0, 16492, 7, 0, 19582, 0, 0, 0, 0, 0, 0, 14417, 0, 0, 0, 0, 0, 8544, 74, 24552, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13553, 0, 0, 0, 0, 0, 55712, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0], [0, 0, 41405, 32000, 8544, 26119, 0, 0, 40726, 12, 0, 0, 0, 3902, 0, 0, 0, 0, 0, 0, 0, 4289, 0, 0, 1296, 0, 6, 0, 8, 0, 0, 0, 0, 6, 16492, 0, 7, 0, 0, 0, 0, 0, 34, 0, 0, 0, 15280, 0, 0, 0, 13565, 8, 8001, 652, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 15022, 0, 0, 0, 1017, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 19582, 5650, 0, 0, 0, 0, 7, 30, 0, 0, 0, 0, 0, 0, 0, 0, 20263, 0, 2289, 0, 0, 10083, 0, 0, 0, 18955]]","{'O': {(1, 96), (0, 36), (2, 16), (3, 3)}, 'R': {(2, 60), (0, 44), (3, 83), (1, 61)}, 'T': {(0, 18), (1, 0), (2, 67), (3, 108)}, 'D': {(0, 63), (1, 17), (3, 67), (2, 98)}, 'X': {(1, 1), (0, 88), (3, 71), (2, 52)}, 'I': {(3, 99), (1, 65), (2, 75), (0, 6)}, 'A': {(3, 8), (1, 13), (0, 39), (2, 98)}, 'G': {(3, 108), (0, 31), (2, 17), (1, 103)}, 'K': {(1, 85), (0, 43), (3, 90), (2, 25)}, 'C': {(0, 86), (2, 44), (3, 104), (1, 82)}, 'H': {(2, 37), (0, 98), (1, 68), (3, 84)}, 'E': {(1, 23), (3, 2), (0, 4), (2, 46)}, 'S': {(2, 14), (1, 29), (0, 105), (3, 5)}, 'N': {(3, 46), (0, 105), (1, 105), (2, 52)}, 'U': {(0, 69), (2, 92), (3, 50), (1, 50)}, 'M': {(2, 57), (0, 31), (1, 60), (3, 34)}, 'P': {(0, 7), (1, 52), (2, 16), (3, 52)}, 'F': {(3, 84), (1, 40), (2, 1), (0, 39)}, '8': {(0, 85), (2, 32), (1, 93), (3, 50)}, '9': {(3, 26), (0, 47), (1, 93), (2, 40)}, '1': {(2, 43), (3, 42), (1, 48), (0, 44)}, '3': {(1, 97), (2, 45), (0, 60), (3, 28)}, '0': {(0, 57), (1, 17), (3, 9), (2, 8)}, 'V': {(0, 55), (3, 21), (1, 27), (2, 75)}, 'L': {(0, 25), (2, 73), (3, 4), (1, 108)}, '4': {(0, 15), (2, 106), (1, 48), (3, 33)}, '7': {(0, 12), (3, 36), (2, 5), (1, 108)}, 'B': {(0, 71), (2, 29), (1, 72), (3, 101)}, '6': {(1, 29), (0, 82), (3, 59), (2, 58)}, '5': {(2, 39), (1, 75), (0, 39), (3, 89)}, '2': {(1, 101), (2, 78), (0, 32), (3, 51)}, 'Q': {(2, 35), (3, 13), (0, 15), (1, 38)}, 'Z': {(3, 24), (1, 53), (2, 6), (0, 107)}, 'W': {(1, 40), (0, 19), (3, 77), (2, 74)}, 'J': {(3, 53), (1, 9), (2, 41), (0, 0)}, 'Y': {(1, 62), (3, 8), (0, 105), (2, 35)}}","{'E': 41405, 'A': 40690, 'O': 32000, 'S': 26119, 'I': 20263, 'R': 19582, 'M': 16492, 'N': 15280, 'D': 15022, 'T': 14417, 'U': 13553, 'C': 10083, 'L': 8544, 'P': 8001, 'G': 4538, 'V': 4289, 'Q': 3902, 'F': 3015, 'H': 2635, 'B': 2289, 'Z': 1296, 'X': 1018, 'J': 652, 'W': 74, 'Y': 36, '1': 34, 'K': 30, '8': 12, '0': 12, '3': 8, '2': 8, '7': 7, '5': 7, '6': 7, '4': 6, '9': 6}",0.9999999997940484,2.73134491423577e-05,0.0277777777777777,0.0277777777777777,2.73134491423577e-05,0.0277777777777777,0.1666666666666666,2.6777837537004133e-08,1,131128521.28703704,0.999999999898274,0.999999999788164,0.999999999898274,0.9999999999470408,0.999999999845315,0.999999999788164,1290,652,-0.9785276073619632,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0107225395944472,0.0107361963190183,0.0107361963190183,0.0107361963190183
0.025,0.05,109,3,10,"[[0, 0, 0, 12, 32000, 0, 0, 0, 34, 0, 0, 30, 0, 0, 0, 7, 0, 0, 0, 16492, 0, 0, 6, 0, 0, 0, 0, 19582, 2635, 0, 0, 14205, 0, 0, 0, 0, 1053, 8, 0, 15022, 7, 4538, 3902, 0, 0, 0, 0, 0, 0, 14417, 0, 0, 0, 40690, 2289, 0, 3015, 4289, 0, 0, 0, 0, 0, 26119, 0, 0, 0, 0, 0, 12, 0, 0, 0, 8, 0, 0, 0, 0, 1296, 0, 0, 15280, 0, 0, 0, 0, 0, 10083, 0, 0, 20269, 0, 0, 0, 8001, 0, 0, 74, 0, 0, 0, 0, 0, 41405, 8544, 0, 0, 7, 0], [0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0, 32000, 0, 0, 0, 3902, 41405, 0, 8552, 26119, 36755, 15022, 0, 0, 36, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13553, 0, 0, 0, 0, 0, 40690, 0, 0, 0, 12, 0, 0, 46, 0, 2635, 0, 21871, 15280, 3015, 0, 6, 10083, 0, 0, 0, 652, 0, 0, 0, 0, 0, 0, 0, 0, 1017, 0, 8001, 14417, 0, 1296, 0, 0, 0, 7, 0, 0, 0, 4289, 0, 4538, 0, 0, 0, 74, 0], [0, 2363, 0, 0, 0, 7, 0, 0, 3902, 0, 666, 0, 0, 8013, 0, 0, 0, 0, 0, 0, 0, 1017, 0, 8544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16492, 5650, 0, 0, 19582, 34, 12, 42701, 0, 0, 26119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 8, 0, 0, 0, 0, 0, 0, 0, 40690, 0, 0, 0, 0, 0, 15280, 34680, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15052, 0, 0, 0, 0, 0, 4289, 0, 0, 6, 0, 0, 0, 4544, 0, 0, 32000, 13553, 10083]]","{'O': {(2, 106), (0, 4), (1, 26)}, 'R': {(2, 37), (1, 70), (0, 27)}, 'T': {(2, 77), (1, 91), (0, 49)}, 'D': {(1, 36), (2, 90), (0, 39)}, 'X': {(0, 36), (1, 88), (2, 21)}, 'I': {(2, 77), (1, 35), (0, 90)}, 'A': {(0, 53), (1, 59), (2, 70)}, 'G': {(0, 41), (1, 103), (2, 103)}, 'K': {(2, 90), (1, 42), (0, 11)}, 'C': {(1, 75), (0, 87), (2, 108)}, 'H': {(1, 68), (2, 34), (0, 28)}, 'E': {(0, 103), (1, 31), (2, 40)}, 'S': {(0, 63), (2, 43), (1, 34)}, 'N': {(2, 76), (0, 81), (1, 71)}, 'U': {(0, 31), (2, 107), (1, 53)}, 'M': {(0, 19), (2, 33), (1, 35)}, 'P': {(1, 90), (0, 94), (2, 13)}, 'F': {(1, 72), (2, 34), (0, 56)}, '8': {(1, 63), (0, 3), (2, 13)}, '9': {(2, 99), (1, 7), (0, 22)}, '1': {(2, 38), (1, 66), (0, 8)}, '3': {(0, 37), (2, 78), (1, 33)}, '0': {(0, 69), (2, 39), (1, 66)}, 'V': {(0, 57), (2, 96), (1, 101)}, 'L': {(0, 104), (2, 23), (1, 33)}, '4': {(1, 74), (2, 103), (0, 90)}, '7': {(1, 24), (2, 5), (0, 15)}, 'B': {(1, 70), (2, 1), (0, 54)}, '6': {(1, 97), (2, 10), (0, 107)}, '5': {(0, 40), (2, 10), (1, 21)}, '2': {(1, 12), (2, 62), (0, 73)}, 'Q': {(0, 42), (1, 30), (2, 8)}, 'Z': {(1, 93), (2, 40), (0, 78)}, 'W': {(1, 107), (0, 97), (2, 1)}, 'J': {(1, 79), (2, 10), (0, 31)}, 'Y': {(1, 39), (2, 60), (0, 36)}}","{'E': 41405, 'A': 40690, 'O': 32000, 'S': 26119, 'I': 20264, 'R': 19582, 'M': 16492, 'N': 15280, 'D': 15022, 'T': 14418, 'U': 13553, 'C': 10084, 'L': 8544, 'P': 8001, 'G': 4538, 'V': 4292, 'Q': 3902, 'F': 3016, 'H': 2635, 'B': 2289, 'Z': 1296, 'X': 1017, 'J': 652, 'W': 74, 'Y': 36, '1': 34, 'K': 30, '8': 12, '0': 12, '3': 8, '2': 8, '7': 7, '5': 7, '6': 7, '4': 6, '9': 6}",0.999999997534465,3.469525353584689e-05,0.1944444444444444,0.1944444444444444,3.469525353584689e-05,0.3611111111111111,0.6009252125773316,1.7101585015267117e-08,3,131128764.05092594,0.9999999987672696,0.9999999972461328,0.9999999987672696,0.9999999993115334,0.999999998078803,0.9999999972461328,980,652,-0.5030674846625767,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2484489100419437,0.2484662576687116,0.2484662576687116,0.2484662576687116
0.025,0.075,109,3,10,"[[12, 0, 0, 0, 40690, 4289, 15280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16492, 0, 0, 0, 0, 0, 0, 0, 0, 3015, 0, 3902, 0, 0, 6, 0, 0, 0, 0, 7, 0, 0, 2289, 0, 0, 0, 0, 14417, 0, 0, 0, 0, 0, 34, 20263, 0, 0, 0, 0, 0, 12, 0, 8, 0, 1017, 23566, 0, 0, 10083, 0, 7, 8, 0, 652, 30, 0, 32000, 0, 0, 19582, 8001, 0, 0, 0, 0, 0, 13553, 0, 0, 0, 74, 41405, 0, 0, 0, 1302, 0, 0, 0, 4538, 0, 7, 0, 36, 0, 0, 2635, 0, 0, 0, 0, 26119], [26126, 0, 0, 0, 0, 0, 0, 0, 7, 16492, 40690, 0, 0, 13553, 0, 15280, 0, 0, 0, 0, 18037, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10083, 12, 0, 0, 0, 0, 0, 32000, 0, 652, 0, 0, 0, 0, 0, 0, 4289, 0, 6, 0, 0, 0, 14425, 0, 34, 0, 6, 2635, 0, 0, 30, 8544, 0, 0, 0, 8001, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3902, 0, 1017, 0, 19594, 36, 0, 0, 0, 0, 0, 0, 0, 4538, 0, 1296, 2289, 8, 0, 0, 0, 20263, 0, 0, 0, 41405, 0, 0, 0, 0, 0, 0, 74], [0, 0, 0, 4289, 0, 0, 0, 7, 0, 0, 0, 74, 0, 0, 0, 0, 26119, 0, 0, 30, 41405, 7, 0, 0, 13553, 0, 0, 0, 15022, 6, 0, 14417, 0, 10083, 0, 0, 0, 0, 0, 0, 0, 32000, 8, 20263, 0, 0, 12, 0, 3015, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2325, 0, 0, 0, 8544, 0, 0, 0, 3902, 0, 2313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2643, 8035, 0, 0, 0, 15280, 40690, 0, 0, 0, 16492, 0, 19582, 7, 4538, 0, 0, 12, 0, 0, 0, 652, 0, 0, 0]]","{'O': {(2, 41), (1, 38), (0, 73)}, 'R': {(1, 80), (0, 76), (2, 96)}, 'T': {(2, 31), (1, 53), (0, 44)}, 'D': {(2, 28), (1, 20), (0, 62)}, 'X': {(2, 72), (0, 61), (1, 78)}, 'I': {(2, 43), (1, 97), (0, 51)}, 'A': {(2, 90), (1, 10), (0, 4)}, 'G': {(1, 89), (2, 98), (0, 96)}, 'K': {(0, 71), (2, 19), (1, 61)}, 'C': {(2, 33), (1, 31), (0, 65)}, 'H': {(0, 103), (1, 58), (2, 84)}, 'E': {(1, 101), (0, 88), (2, 20)}, 'S': {(0, 108), (1, 0), (2, 16)}, 'N': {(2, 89), (1, 15), (0, 6)}, 'U': {(1, 13), (0, 83), (2, 24)}, 'M': {(2, 94), (1, 9), (0, 17)}, 'P': {(0, 77), (2, 85), (1, 66)}, 'F': {(2, 48), (0, 26), (1, 20)}, '8': {(2, 46), (1, 32), (0, 0)}, '9': {(1, 57), (0, 31), (2, 56)}, '1': {(2, 85), (0, 50), (1, 55)}, '3': {(0, 68), (1, 53), (2, 84)}, '0': {(0, 57), (1, 80), (2, 101)}, 'V': {(2, 3), (1, 47), (0, 5)}, 'L': {(1, 62), (2, 66), (0, 62)}, '4': {(0, 92), (2, 29), (1, 49)}, '7': {(2, 21), (1, 8), (0, 67)}, 'B': {(1, 92), (2, 62), (0, 39)}, '6': {(1, 0), (0, 98), (2, 97)}, '5': {(1, 69), (0, 36), (2, 7)}, '2': {(2, 42), (0, 59), (1, 93)}, 'Q': {(2, 70), (1, 76), (0, 28)}, 'Z': {(0, 92), (1, 91), (2, 72)}, 'W': {(1, 108), (0, 87), (2, 11)}, 'J': {(1, 40), (0, 70), (2, 105)}, 'Y': {(1, 81), (2, 62), (0, 100)}}","{'E': 41408, 'A': 40697, 'O': 32000, 'S': 26119, 'I': 20263, 'R': 19583, 'M': 16492, 'N': 15280, 'D': 15022, 'T': 14417, 'U': 13553, 'C': 10083, 'L': 8544, 'P': 8004, 'Q': 4585, 'G': 4541, 'V': 4289, 'F': 3015, 'H': 2635, 'B': 2289, 'Z': 1296, 'X': 1017, 'J': 652, '1': 488, 'W': 74, 'Y': 36, 'K': 30, '8': 12, '0': 12, '2': 9, '3': 8, '5': 8, '7': 7, '6': 7, '4': 6, '9': 6}",0.999865364795388,0.3832546764784992,32.111111111111114,32.111111111111114,0.3832546764784992,18685.666666666668,136.69552540835662,0.1945784735235474,683,130943790.94675924,0.999933496104794,0.9998575013510648,0.999933496104794,0.9999643262961446,0.9998978247733789,0.9998575013510648,1029,657,-0.5782208588957055,-0.0076687116564417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873015873015872,0.0192622323128976,0.2108895705521472,0.2108895705521472,0.2108895705521472
0.025,0.1,109,3,10,"[[32000, 0, 0, 0, 0, 23871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15316, 3015, 0, 28754, 0, 41707, 0, 0, 0, 0, 0, 16492, 0, 7, 0, 652, 74, 0, 0, 0, 0, 0, 41405, 0, 6, 0, 0, 0, 7, 22552, 0, 14417, 0, 0, 0, 0, 0, 7, 15022, 0, 4538, 10083, 8544, 0, 0, 46, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1296, 0, 8001, 30, 0, 0, 3902, 6, 0, 0, 0, 0, 13553, 0, 0], [0, 0, 0, 0, 0, 16500, 0, 0, 0, 7, 0, 0, 0, 0, 15280, 0, 0, 0, 0, 0, 0, 3902, 13553, 8544, 6, 0, 2635, 0, 0, 0, 0, 0, 0, 0, 1017, 12, 4289, 10083, 0, 4538, 0, 0, 0, 0, 8001, 0, 43, 55856, 0, 0, 0, 26119, 0, 0, 0, 8, 0, 0, 0, 30, 6, 0, 3015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 652, 20263, 0, 0, 0, 0, 2289, 0, 0, 0, 0, 32000, 19594, 0, 0, 0, 0, 0, 55712, 0, 74, 0, 0], [0, 20263, 4289, 0, 0, 0, 32074, 0, 7, 0, 0, 0, 0, 15280, 8001, 0, 34, 0, 13553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2289, 0, 0, 0, 3902, 0, 0, 1017, 0, 8, 0, 0, 1296, 0, 43705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26119, 41412, 0, 0, 0, 29689, 0, 8, 0, 0, 0, 0, 0, 16492, 0, 7, 19560, 0, 36, 0, 0, 0, 0, 0, 0, 0, 8550, 0, 0, 0, 17052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 652, 0, 0, 0]]","{'O': {(1, 97), (2, 6), (0, 0)}, 'R': {(1, 98), (0, 5), (2, 64)}, 'T': {(2, 89), (1, 47), (0, 60)}, 'D': {(1, 104), (0, 67), (2, 75)}, 'X': {(1, 34), (2, 42), (0, 34)}, 'I': {(0, 58), (1, 87), (2, 1)}, 'A': {(2, 49), (1, 104), (0, 34)}, 'G': {(1, 39), (0, 69), (2, 75)}, 'K': {(0, 97), (1, 59), (2, 77)}, 'C': {(0, 70), (1, 37), (2, 64)}, 'H': {(2, 89), (0, 32), (1, 26)}, 'E': {(2, 60), (1, 47), (0, 51)}, 'S': {(2, 59), (1, 51), (0, 32)}, 'N': {(0, 29), (1, 14), (2, 13)}, 'U': {(2, 18), (0, 106), (1, 22)}, 'M': {(0, 40), (2, 72), (1, 5)}, 'P': {(2, 14), (1, 44), (0, 96)}, 'F': {(1, 62), (0, 30), (2, 49)}, '8': {(0, 74), (1, 35), (2, 64)}, '9': {(2, 77), (0, 53), (1, 24)}, '1': {(0, 74), (1, 47), (2, 16)}, '3': {(0, 80), (2, 66), (1, 55)}, '0': {(0, 93), (1, 98), (2, 64)}, 'V': {(1, 36), (0, 5), (2, 2)}, 'L': {(1, 23), (0, 71), (2, 85)}, '4': {(2, 85), (1, 60), (0, 101)}, '7': {(2, 60), (0, 42), (1, 9)}, 'B': {(0, 58), (1, 92), (2, 35)}, '6': {(0, 66), (2, 74), (1, 72)}, '5': {(0, 57), (1, 46), (2, 8)}, '2': {(2, 44), (0, 19), (1, 5)}, 'Q': {(2, 39), (0, 100), (1, 21)}, 'Z': {(1, 76), (0, 94), (2, 47)}, 'W': {(2, 6), (1, 106), (0, 45)}, 'J': {(2, 105), (1, 86), (0, 44)}, 'Y': {(0, 29), (1, 46), (2, 102)}}","{'E': 41405, 'A': 40792, 'O': 32000, 'S': 26119, 'I': 20263, 'R': 19583, 'M': 16495, 'N': 15280, 'D': 15022, 'T': 14417, 'U': 13553, 'C': 10083, 'L': 8545, 'P': 8001, 'G': 4538, 'V': 4290, 'Q': 3902, 'F': 3015, 'H': 2635, 'B': 2289, 'Z': 1296, 'X': 1017, 'J': 652, '4': 435, '2': 398, 'W': 74, 'Y': 36, '1': 34, 'K': 31, '8': 12, '0': 12, '3': 8, '7': 7, '5': 7, '6': 7, '9': 6}",0.9999316540518812,3.341289535033783,25.77777777777778,25.77777777777778,3.341289535033783,9626.611111111111,98.11529499069506,0.8735970197446691,429,131027818.64120372,0.9999660726554218,0.9999265865595468,0.9999660726554218,0.9999816328425568,0.9999477061211276,0.9999265865595468,918,663,-0.4079754601226993,-0.0168711656441717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.946031746031746,-1.3746324975782411,0.2960122699386504,0.2960122699386504,0.2960122699386504
0.025,0.125,109,3,10,"[[0, 0, 0, 0, 0, 0, 0, 2635, 26155, 0, 0, 0, 0, 4289, 0, 1296, 6, 0, 0, 20263, 0, 13635, 0, 0, 0, 1017, 0, 0, 3015, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10083, 0, 0, 0, 0, 4545, 0, 7, 0, 30, 0, 0, 0, 41405, 16492, 0, 0, 0, 0, 46, 0, 0, 8007, 8, 14429, 0, 0, 0, 19582, 0, 30302, 0, 0, 0, 0, 0, 0, 0, 0, 32000, 0, 0, 0, 0, 0, 0, 0, 652, 0, 0, 0, 0, 0, 0, 40690, 0, 0, 3902, 8544, 0, 0, 0, 0, 0, 2289, 0, 0, 0, 0, 0, 0], [0, 0, 10083, 0, 0, 0, 32000, 0, 20263, 0, 0, 0, 0, 0, 0, 26119, 0, 7, 8001, 0, 0, 0, 0, 0, 4289, 4538, 0, 0, 0, 0, 0, 0, 2289, 0, 30, 0, 3015, 0, 0, 0, 74, 15314, 0, 0, 8544, 0, 8, 0, 0, 2635, 0, 0, 0, 0, 0, 0, 0, 8, 41707, 652, 0, 12, 0, 7, 0, 0, 54958, 0, 0, 0, 7, 0, 0, 0, 0, 1296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 15022, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14417, 16492, 6, 0, 19582, 0, 3902, 0], [0, 0, 74, 0, 40708, 0, 0, 0, 4538, 0, 0, 0, 0, 8001, 7, 0, 0, 0, 0, 41405, 15288, 0, 0, 0, 0, 0, 0, 0, 0, 41, 12, 0, 0, 0, 0, 0, 0, 26119, 0, 20263, 6, 0, 19582, 0, 1017, 3902, 0, 0, 0, 0, 0, 0, 0, 3015, 0, 0, 15022, 14417, 0, 32000, 0, 0, 0, 0, 4289, 30, 0, 0, 0, 652, 0, 0, 16492, 0, 0, 0, 0, 0, 0, 0, 8544, 0, 0, 7, 0, 10083, 2297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1296, 0, 0, 0, 13589, 0, 0, 0, 0, 0, 0, 2635, 0]]","{'O': {(2, 59), (1, 6), (0, 77)}, 'R': {(2, 42), (0, 66), (1, 105)}, 'T': {(1, 101), (2, 57), (0, 62)}, 'D': {(0, 68), (2, 56), (1, 87)}, 'X': {(2, 44), (0, 25), (1, 58)}, 'I': {(2, 39), (0, 19), (1, 8)}, 'A': {(0, 92), (1, 58), (2, 4)}, 'G': {(1, 25), (0, 43), (2, 8)}, 'K': {(1, 34), (0, 47), (2, 65)}, 'C': {(1, 2), (2, 85), (0, 38)}, 'H': {(0, 7), (2, 107), (1, 49)}, 'E': {(2, 19), (1, 66), (0, 51)}, 'S': {(2, 37), (0, 8), (1, 15)}, 'N': {(0, 68), (1, 41), (2, 20)}, 'U': {(2, 100), (0, 21), (1, 66)}, 'M': {(0, 52), (2, 72), (1, 102)}, 'P': {(1, 18), (0, 60), (2, 13)}, 'F': {(2, 53), (1, 36), (0, 28)}, '8': {(1, 61), (0, 62), (2, 30)}, '9': {(2, 4), (1, 103), (0, 60)}, '1': {(0, 57), (1, 41), (2, 29)}, '3': {(1, 57), (0, 21), (2, 86)}, '0': {(0, 57), (2, 4), (1, 100)}, 'V': {(0, 13), (1, 24), (2, 64)}, 'L': {(1, 44), (2, 80), (0, 96)}, '4': {(2, 40), (0, 16), (1, 89)}, '7': {(2, 14), (1, 63), (0, 43)}, 'B': {(0, 102), (2, 86), (1, 32)}, '6': {(2, 83), (1, 70), (0, 45)}, '5': {(1, 17), (0, 37), (2, 29)}, '2': {(2, 20), (1, 46), (0, 61)}, 'Q': {(1, 107), (2, 45), (0, 95)}, 'Z': {(1, 75), (0, 15), (2, 96)}, 'W': {(1, 40), (0, 21), (2, 2)}, 'J': {(0, 85), (1, 59), (2, 69)}, 'Y': {(0, 8), (1, 86), (2, 100)}}","{'E': 41405, 'A': 40690, 'O': 32001, 'S': 26119, 'I': 20263, 'R': 19582, 'M': 16492, 'N': 15281, 'D': 15022, 'T': 14417, 'U': 13557, 'C': 10083, 'L': 8544, 'P': 8008, 'G': 4538, 'V': 4289, 'Q': 3902, 'F': 3015, 'H': 2635, 'B': 2292, 'Z': 1296, 'X': 1018, 'J': 652, '4': 136, 'W': 74, 'Y': 36, '1': 35, 'K': 30, '8': 12, '0': 12, '2': 9, '3': 8, '7': 7, '5': 7, '6': 7, '9': 6}",0.9999965338755864,0.6062399737445541,4.138888888888889,4.138888888888889,0.6062399737445541,471.6388888888889,21.71724864914727,0.2460276376859312,130,131098241.79629628,0.9999982931756676,0.9999964032375376,0.9999982931756676,0.999999100601087,0.9999973937782896,0.9999964032375376,994,657,-0.5245398773006135,-0.0076687116564417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9650793650793652,-0.0653899255225837,0.2377300613496932,0.2377300613496932,0.2377300613496932
