counter,explained_variance_score,mean_relative_error,mean_bias_error,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,root_mean_squared_error,mean_squared_log_error,max_error,covariance,correlation,coefficient_of_determination,pearson_correlation_coefficient,willmott_index,confidence_index,nash_sutcliffe_efficiency,BR
"{'O': 32000, 'R': 19582, 'T': 14417, 'D': 15022, 'X': 1017, 'I': 20263, 'A': 40690, 'G': 4538, 'K': 30, 'C': 10083, 'H': 2635, 'E': 41405, 'S': 26119, 'N': 15280, 'U': 13553, 'M': 16492, 'P': 8001, 'F': 3015, '8': 12, '9': 6, '1': 34, '3': 8, '0': 12, 'V': 4289, 'L': 8544, '4': 6, '7': 7, 'B': 2289, '6': 7, '5': 7, '2': 8, 'Q': 3902, 'Z': 1296, 'W': 74, 'J': 652, 'Y': 36}",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,131128728.63194443,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,652
